False,False,False,0
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000001
False,False,False,-2,000516
False,False,False,-2,00186
False,False,False,-2,003288
False,False,False,-2,005053
False,False,False,-2,00733
False,False,False,-2,009856
False,False,False,-2,012634
False,False,False,-2,015834
False,False,False,-2,019083
False,False,False,-2,022527
False,False,False,-2,026606
False,False,False,-2,030457
False,False,False,-2,034592
False,False,False,-2,038896
False,False,False,-2,043726
False,False,False,-2,048598
False,False,False,-2,053828
False,False,False,-2,059326
False,False,False,-2,064555
False,False,False,-2,070272
False,False,False,-2,07603
False,False,False,-2,082187
False,False,False,-2,088205
False,False,False,-2,095026
False,False,False,-2,101601
False,False,False,-2,107942
False,False,False,-2,114469
False,False,False,-2,120875
False,False,False,-2,127515
False,False,False,-2,134106
False,False,False,-2,140754
False,False,False,-2,147505
True,False,False,-2,156164
False,False,False,-2,165867
False,False,False,-2,173329
False,False,False,-2,180698
False,False,False,-2,187573
False,False,False,-2,195116
False,False,False,-2,20288
False,False,False,-2,210121
False,False,False,-2,217486
False,False,False,-2,224687
False,False,False,-2,232404
False,False,False,-2,239861
False,False,False,-2,247494
False,False,False,-2,25476
False,False,False,-2,262354
False,False,False,-2,270163
False,False,False,-2,277791
False,False,False,-2,285625
False,False,False,-2,29331
False,False,False,-2,301056
False,False,False,-2,309628
False,False,False,-2,320427
False,False,False,-2,328393
False,False,False,-2,33629
False,False,False,-2,344788
False,False,False,-2,352541
False,False,False,-2,359872
False,False,False,-2,367384
False,False,False,-2,374833
False,False,False,-2,384577
False,False,False,-2,390741
False,False,False,-2,396703
False,False,False,-2,402071
False,False,False,-2,407125
False,False,False,-2,412165
False,False,False,-2,41669
False,False,False,-2,421106
False,False,False,-2,425238
False,False,False,-2,429104
False,False,False,-2,432786
False,False,False,-2,436372
False,False,False,-2,439751
False,False,False,-2,442887
False,False,False,-2,445828
False,False,False,-2,44869
False,False,False,-2,451414
False,False,False,-2,453978
False,False,False,-2,456337
False,False,False,-2,458521
False,False,False,-2,460756
False,False,False,-2,4628
False,False,False,-2,464756
False,False,False,-2,466676
False,False,False,-2,468318
False,False,False,-2,47
False,False,False,-2,471574
False,False,False,-2,47312
False,False,False,-2,474469
False,False,False,-2,475802
False,False,False,-2,477076
False,False,False,-2,478247
False,False,False,-2,479382
False,False,False,-2,480402
False,False,False,-2,48145
False,False,False,-2,482432
False,False,False,-2,483354
False,False,False,-2,484217
False,False,False,-2,485057
False,False,False,-2,485822
False,False,False,-2,486532
False,False,False,-2,487272
False,False,False,-2,487917
False,False,False,-2,488531
False,False,False,-2,489129
False,False,False,-2,489714
False,False,False,-2,49024
False,False,False,-2,490733
False,False,False,-2,491212
False,False,False,-2,491682
False,False,False,-2,49213
False,False,False,-2,492545
False,False,False,-2,492946
False,False,False,-2,493322
False,False,False,-2,493674
False,False,False,-2,494006
False,False,False,-2,494343
False,False,False,-2,494642
False,False,False,-2,494913
False,False,False,-2,495199
False,False,False,-2,495449
False,False,False,-2,495709
False,False,False,-2,495942
False,False,False,-2,496162
False,False,False,-2,496354
False,False,False,-2,496546
False,False,False,-2,496735
False,False,False,-2,496902
False,False,False,-2,497078
False,False,False,-2,497224
False,False,False,-2,49738
False,False,False,-2,497519
False,False,False,-2,497649
False,False,False,-2,497772
False,False,False,-2,497891
False,False,False,-2,498004
False,False,False,-2,498107
False,False,False,-2,498211
False,False,False,-2,498351
False,False,False,-2,498435
False,False,False,-2,498523
False,False,False,-2,498603
False,False,False,-2,498677
False,False,False,-2,498749
False,False,False,-2,498815
False,False,False,-2,498875
False,False,False,-2,498932
False,False,False,-2,498989
False,False,False,-2,49904
False,False,False,-2,499091
False,False,False,-2,499138
False,False,False,-2,499182
False,False,False,-2,499226
False,False,False,-2,499266
False,False,False,-2,499305
False,False,False,-2,499343
False,False,False,-2,499376
False,False,False,-2,499408
False,False,False,-2,499441
False,False,False,-2,49947
False,False,False,-2,499497
False,False,False,-2,499523
False,False,False,-2,499549
False,False,False,-2,499572
False,False,False,-2,499595
False,False,False,-2,499617
False,False,False,-2,499636
False,False,False,-2,499655
False,False,False,-2,499673
False,False,False,-2,499691
False,False,False,-2,499707
False,False,False,-2,499722
False,False,False,-2,499736
False,False,False,-2,49975
False,False,False,-2,499763
False,False,False,-2,499776
False,False,False,-2,499788
False,False,False,-2,499799
False,False,False,-2,499809
False,False,False,-2,499819
False,False,False,-2,499829
False,False,False,-2,499838
False,False,False,-2,499846
False,False,False,-2,499854
False,False,False,-2,499862
False,False,False,-2,499869
False,False,False,-2,499876
False,False,False,-2,499883
False,False,False,-2,499889
False,False,False,-2,499895
False,False,False,-2,4999
False,False,False,-2,499905
False,False,False,-2,49991
False,False,False,-2,499915
False,False,False,-2,499919
False,False,False,-2,499923
False,False,False,-2,499928
False,False,False,-2,499931
False,False,False,-2,499935
False,False,False,-2,499938
False,False,False,-2,499942
False,False,False,-2,499945
False,False,False,-2,499948
False,True,False,-2,49995
False,True,False,-2,499953
False,True,False,-2,499955
False,True,False,-2,499958
False,True,False,-2,49996
False,True,False,-2,499962
False,True,False,-2,499964
False,True,False,-2,499966
False,True,False,-2,499968
False,True,False,-2,499969
False,True,False,-2,499971
False,True,False,-2,499973
False,True,False,-2,499974
False,True,False,-2,499975
False,True,False,-2,499977
False,True,False,-2,499979
False,True,False,-2,49998
False,True,False,-2,499981
False,True,False,-2,499982
False,True,False,-2,499983
False,True,False,-2,499984
False,True,False,-2,499985
False,True,False,-2,499985
False,True,False,-2,499986
False,True,False,-2,499987
False,True,False,-2,499988
False,True,False,-2,499988
False,True,False,-2,499989
False,True,False,-2,49999
False,True,False,-2,49999
False,True,False,-2,499991
False,True,False,-2,499991
False,True,False,-2,499992
False,True,False,-2,499992
False,True,False,-2,499993
False,True,False,-2,499993
False,True,False,-2,499994
False,True,False,-2,499994
False,True,False,-2,499994
False,True,False,-2,499994
False,True,False,-2,471226
False,True,False,-2,436069
False,True,False,-2,411716
False,True,False,-2,388187
False,True,False,-2,364196
False,True,False,-2,344216
False,True,False,-2,322846
False,True,False,-2,302104
False,True,False,-2,283237
False,True,False,-2,26418
False,True,False,-2,246255
False,True,False,-2,228186
False,True,False,-2,210627
False,True,False,-2,194179
False,True,False,-2,177218
False,True,False,-2,161907
False,True,False,-2,14605
False,True,False,-2,131042
False,True,False,-2,115084
False,True,False,-2,101028
False,True,False,-2,087576
False,True,False,-2,073493
False,True,False,-2,059119
False,True,False,-2,046127
False,True,False,-2,032921
False,True,False,-2,020086
False,True,False,-2,007689
False,True,False,-1,995336
False,True,False,-1,983425
False,True,False,-1,971304
False,True,False,-1,959574
False,True,False,-1,948104
False,True,False,-1,936441
False,True,False,-1,925384
False,True,False,-1,914221
False,True,False,-1,903934
False,True,False,-1,892617
False,True,False,-1,881902
False,True,False,-1,871607
False,True,False,-1,861469
False,True,False,-1,850793
False,True,False,-1,840794
False,True,False,-1,830631
False,True,False,-1,820395
False,True,False,-1,810967
False,True,False,-1,801172
False,True,False,-1,791583
False,True,False,-1,781409
False,True,False,-1,771677
False,True,False,-1,762493
False,True,False,-1,747363
False,True,False,-1,737485
False,True,False,-1,728357
False,True,False,-1,71932
False,True,False,-1,709284
False,True,False,-1,700185
False,True,False,-1,69127
False,True,False,-1,681896
False,True,False,-1,672503
False,True,False,-1,663689
False,True,False,-1,654976
False,True,False,-1,646613
False,True,False,-1,639305
False,True,False,-1,631823
False,True,False,-1,62449
False,True,False,-1,617834
False,True,False,-1,611492
False,True,False,-1,605785
False,True,False,-1,600011
False,True,False,-1,59464
False,True,False,-1,589533
False,True,False,-1,584682
False,True,False,-1,580153
False,True,False,-1,575935
False,True,False,-1,571745
False,True,False,-1,56747
False,True,False,-1,563787
False,True,False,-1,560397
False,True,False,-1,556769
False,True,False,-1,553939
False,True,False,-1,551146
False,True,False,-1,548383
False,True,False,-1,545614
False,True,False,-1,543267
False,True,False,-1,540828
False,True,False,-1,538635
False,True,False,-1,536636
False,True,False,-1,534684
False,True,False,-1,532848
False,True,False,-1,531005
False,True,False,-1,529403
False,True,False,-1,527878
False,True,False,-1,526365
False,True,False,-1,524981
False,True,False,-1,523685
False,True,False,-1,522512
False,True,False,-1,521206
False,True,False,-1,520093
False,True,False,-1,519069
False,True,False,-1,518023
False,True,False,-1,517107
False,True,False,-1,516184
False,True,False,-1,515318
False,True,False,-1,514485
False,True,False,-1,513758
False,True,False,-1,513056
False,True,False,-1,512379
False,True,False,-1,511698
False,True,False,-1,511078
False,True,False,-1,510513
False,True,False,-1,509969
False,True,False,-1,509442
False,True,False,-1,508947
False,True,False,-1,50846
False,True,False,-1,507991
False,True,False,-1,507594
False,True,False,-1,507201
False,True,False,-1,506812
False,True,False,-1,50644
False,True,False,-1,506098
False,True,False,-1,505784
False,True,False,-1,505478
False,True,False,-1,505193
False,True,False,-1,50492
False,True,False,-1,504665
False,True,False,-1,504413
False,True,False,-1,504177
False,True,False,-1,503961
False,True,False,-1,503751
False,True,False,-1,503442
False,True,False,-1,50314
False,True,False,-1,5029
False,True,False,-1,502743
False,True,False,-1,502602
False,True,False,-1,502459
False,True,False,-1,502319
False,True,False,-1,5022
False,True,False,-1,502084
False,True,False,-1,501978
False,True,False,-1,501876
False,True,False,-1,501773
False,True,False,-1,501674
False,True,False,-1,501591
False,True,False,-1,501513
False,True,False,-1,501431
False,True,False,-1,501359
False,True,False,-1,501283
False,True,False,-1,501216
False,True,False,-1,501154
False,True,False,-1,501095
False,True,False,-1,501038
False,True,False,-1,500984
False,True,False,-1,500929
False,True,False,-1,50088
False,True,False,-1,500833
False,True,False,-1,500789
False,True,False,-1,500747
False,True,False,-1,500708
False,True,False,-1,50067
False,True,False,-1,500634
False,True,False,-1,5006
False,True,False,-1,50057
False,True,False,-1,500539
False,True,False,-1,500511
False,True,False,-1,500482
False,True,False,-1,500456
False,True,False,-1,500431
False,True,False,-1,500408
False,True,False,-1,500385
False,True,False,-1,500363
False,True,False,-1,500342
False,True,False,-1,500324
False,True,False,-1,500306
False,True,False,-1,500289
False,True,False,-1,500274
False,True,False,-1,500257
False,True,False,-1,500244
False,True,False,-1,500231
False,True,False,-1,500219
False,True,False,-1,500208
False,True,False,-1,500196
False,True,False,-1,500185
False,True,False,-1,500176
False,True,False,-1,500166
False,True,False,-1,500157
False,True,False,-1,500149
False,True,False,-1,500142
False,True,False,-1,500134
False,True,False,-1,500127
False,True,False,-1,50012
False,True,False,-1,500114
False,True,False,-1,500108
False,True,False,-1,500102
False,True,False,-1,500584
False,True,False,-1,501978
False,True,False,-1,503483
False,True,False,-1,50526
False,True,False,-1,507492
False,True,False,-1,509772
False,True,False,-1,514212
False,True,False,-1,517495
False,True,False,-1,520896
False,True,False,-1,524516
False,True,False,-1,528487
False,True,False,-1,532728
False,True,False,-1,53683
False,True,False,-1,541528
False,True,False,-1,546397
False,True,False,-1,551312
False,True,False,-1,556572
False,True,False,-1,561536
False,True,False,-1,567098
False,True,False,-1,572828
False,True,False,-1,578593
False,True,False,-1,584271
False,True,False,-1,590422
False,True,False,-1,596446
False,True,False,-1,602592
False,True,False,-1,609265
False,True,False,-1,615583
False,True,False,-1,622027
False,True,False,-1,628749
False,True,False,-1,635768
False,True,False,-1,642773
False,True,False,-1,649629
False,True,False,-1,656636
False,True,False,-1,663512
False,True,False,-1,670874
False,True,False,-1,678153
False,True,False,-1,685627
False,True,False,-1,692758
False,True,False,-1,699988
False,True,False,-1,707203
False,True,False,-1,715034
False,True,False,-1,722221
False,True,False,-1,729296
False,True,False,-1,737202
False,True,False,-1,744621
False,True,False,-1,752042
False,True,False,-1,759736
False,True,False,-1,767636
False,True,False,-1,775325
False,True,False,-1,783245
False,True,False,-1,791229
False,True,False,-1,798826
False,True,False,-1,806759
False,True,False,-1,814831
False,True,False,-1,822894
False,True,False,-1,830758
False,True,False,-1,838522
False,True,False,-1,846391
False,True,False,-1,855275
False,True,False,-1,863234
False,True,False,-1,870688
False,True,False,-1,878678
False,True,False,-1,884978
False,True,False,-1,890834
False,True,False,-1,896669
False,True,False,-1,902213
False,True,False,-1,907265
False,True,False,-1,912185
False,True,False,-1,917112
False,True,False,-1,921415
False,True,False,-1,925694
False,True,False,-1,92959
False,True,False,-1,933374
False,True,False,-1,937043
False,True,False,-1,940295
False,True,False,-1,943545
False,True,False,-1,948172
False,True,False,-1,950839
False,True,False,-1,953501
False,True,False,-1,955944
False,True,False,-1,958264
False,True,False,-1,960344
False,True,False,-1,962582
False,True,False,-1,964657
False,True,False,-1,966494
False,True,False,-1,96831
False,True,False,-1,969917
False,True,False,-1,97147
False,True,False,-1,972973
False,True,False,-1,974425
False,True,False,-1,975737
False,True,False,-1,977004
False,True,False,-1,97818
False,True,False,-1,979343
False,True,False,-1,980448
False,True,False,-1,981452
False,True,False,-1,982426
False,True,False,-1,983352
False,True,False,-1,984218
False,True,False,-1,985031
False,True,False,-1,985838
False,True,False,-1,986549
False,True,False,-1,987247
False,False,False,-1,987945
False,False,False,-1,988577
False,False,False,-1,989165
False,False,False,-1,989729
False,False,False,-1,990286
False,False,False,-1,990789
False,False,False,-1,991279
False,False,False,-1,991728
False,False,False,-1,99217
False,False,False,-1,992586
False,False,False,-1,992973
False,False,False,-1,993355
False,False,False,-1,993702
False,False,False,-1,994017
False,False,False,-1,99433
False,False,False,-1,99464
False,False,False,-1,99492
False,False,False,-1,995173
False,False,False,-1,995432
False,False,False,-1,99567
False,False,False,-1,995896
False,False,False,-1,996118
False,False,False,-1,996331
False,False,False,-1,996517
False,False,False,-1,996708
False,False,False,-1,996877
False,False,False,-1,997045
False,False,False,-1,997202
False,False,False,-1,99734
False,False,False,-1,997484
False,False,False,-1,997615
False,False,False,-1,997739
False,False,False,-1,997854
False,False,False,-1,997968
False,False,False,-1,998074
False,False,False,-1,998171
False,False,False,-1,998272
False,False,False,-1,998362
False,False,False,-1,998446
False,False,False,-1,998527
False,False,False,-1,998606
False,False,False,-1,998679
False,False,False,-1,998749
False,False,False,-1,998812
False,False,False,-1,998911
False,False,False,-1,998967
False,False,False,-1,999019
False,False,False,-1,999072
False,False,False,-1,999122
False,False,False,-1,999167
False,False,False,-1,999211
False,False,False,-1,999256
False,False,False,-1,999297
False,False,False,-1,999337
False,False,False,-1,999374
False,False,False,-1,999405
False,False,False,-1,999435
False,False,False,-1,999466
False,False,False,-1,999494
False,False,False,-1,999521
False,False,False,-1,999546
False,False,False,-1,99957
False,False,False,-1,999594
False,False,False,-1,999616
False,False,False,-1,999636
False,False,False,-1,999656
False,False,False,-1,999674
False,False,False,-1,999691
False,False,False,-1,999709
False,False,False,-1,999724
False,False,False,-1,999739
False,False,False,-1,999754
False,False,False,-1,999766
False,False,False,-1,999779
False,False,False,-1,999791
False,False,False,-1,999803
False,False,False,-1,999814
False,False,False,-1,999824
False,False,False,-1,999833
False,False,False,-1,999842
False,False,False,-1,99985
False,False,False,-1,999858
False,False,False,-1,999866
False,False,False,-1,999873
False,False,False,-1,999879
False,False,False,-1,999886
False,False,False,-1,999892
False,False,False,-1,999897
False,False,False,-1,999903
False,False,False,-1,999908
False,False,False,-1,999913
False,False,False,-1,999918
False,False,False,-1,999922
False,False,False,-1,999926
False,False,False,-1,99993
False,False,False,-1,999933
False,False,False,-1,999937
False,False,False,-1,99994
False,False,False,-1,999943
False,False,False,-1,999946
False,False,False,-1,999949
False,False,False,-1,999952
False,False,False,-1,999955
False,False,False,-1,999958
False,False,False,-1,99996
False,False,False,-1,999962
False,False,False,-1,999964
False,False,False,-1,999966
False,False,False,-1,999968
False,False,False,-1,999969
False,False,False,-1,999971
False,False,False,-1,999972
False,False,False,-1,999974
False,False,False,-1,999975
False,False,False,-1,999977
False,False,False,-1,999978
False,False,False,-1,99998
False,False,False,-1,999981
False,False,False,-1,999982
False,False,False,-1,999983
False,False,False,-1,999984
False,False,False,-1,999985
False,False,False,-1,999985
False,False,False,-1,999986
False,False,False,-1,999987
False,False,False,-1,999987
False,False,False,-1,999988
False,False,False,-1,999989
False,False,False,-1,999989
False,False,False,-1,99999
False,False,False,-1,99999
False,False,False,-1,999991
False,False,False,-1,999991
False,False,False,-1,999992
False,False,False,-1,999992
False,False,False,-1,999993
False,False,False,-1,999993
False,False,False,-1,999993
False,False,False,-1,999994
False,False,False,-1,999994
False,False,False,-1,999995
False,False,False,-1,999995
False,False,False,-1,999995
False,False,False,-1,999995
False,False,False,-1,999995
False,False,False,-1,999996
False,False,False,-1,999996
False,False,False,-1,999996
False,False,False,-1,999996
False,False,False,-1,999997
False,False,False,-1,999997
False,False,False,-1,999997
False,False,False,-1,999997
False,False,False,-1,999997
False,False,False,-1,999997
False,False,False,-1,999997
False,False,False,-1,999997
False,False,False,-1,999998
False,False,False,-1,999998
False,False,False,-1,999998
False,False,False,-1,999998
False,False,False,-1,999998
False,False,False,-1,999998
False,False,False,-1,999998
False,False,False,-1,999998
False,False,False,-1,999999
False,False,False,-1,999999
False,False,False,-1,999999
False,False,False,-1,999506
False,False,False,-1,998087
False,False,False,-1,996674
False,False,False,-1,994785
False,False,False,-1,992636
False,False,False,-1,990109
False,False,False,-1,987096
False,False,False,-1,983912
False,False,False,-1,980706
False,False,False,-1,976996
False,False,False,-1,973071
False,False,False,-1,969005
False,False,False,-1,964867
False,False,False,-1,960181
False,False,False,-1,955457
False,False,False,-1,950568
False,False,False,-1,945244
False,False,False,-1,936901
False,False,False,-1,931319
False,False,False,-1,925262
False,False,False,-1,919613
False,False,False,-1,913377
False,False,False,-1,907181
False,False,False,-1,900579
False,False,False,-1,894244
False,False,False,-1,887727
False,False,False,-1,881343
False,False,False,-1,874507
False,False,False,-1,867793
False,False,False,-1,861061
False,False,False,-1,854105
False,False,False,-1,847209
False,False,False,-1,840183
False,False,False,-1,833122
False,False,False,-1,825504
False,False,False,-1,818454
False,False,False,-1,811409
False,False,False,-1,803648
False,False,False,-1,796241
False,False,False,-1,788929
False,False,False,-1,781464
False,False,False,-1,773775
False,False,False,-1,76637
False,False,False,-1,758622
False,False,False,-1,750662
False,False,False,-1,743271
False,False,False,-1,735591
False,False,False,-1,727971
False,False,False,-1,719966
False,False,False,-1,712023
False,False,False,-1,704344
False,False,False,-1,696587
False,False,False,-1,688204
False,False,False,-1,680279
False,False,False,-1,672485
False,False,False,-1,66413
False,False,False,-1,656578
False,False,False,-1,648363
False,False,False,-1,640419
False,False,False,-1,6328
False,False,False,-1,625843
False,False,False,-1,619625
False,False,False,-1,613045
False,False,False,-1,607104
False,False,False,-1,601537
False,False,False,-1,596269
False,False,False,-1,591158
False,False,False,-1,586342
False,False,False,-1,581752
False,False,False,-1,577573
False,False,False,-1,573343
False,False,False,-1,569655
False,False,False,-1,565974
False,False,False,-1,562384
False,False,False,-1,55924
False,False,False,-1,555982
False,False,False,-1,553183
False,False,False,-1,550078
False,False,False,-1,547466
False,False,False,-1,544933
False,False,False,-1,542458
False,False,False,-1,540239
False,False,False,-1,538169
False,False,False,-1,536186
False,False,False,-1,534213
False,False,False,-1,532434
False,False,False,-1,530782
False,False,False,-1,529132
False,False,False,-1,527504
False,False,False,-1,525356
False,False,False,-1,523837
False,False,False,-1,522576
False,False,False,-1,521342
False,False,False,-1,520165
False,False,False,-1,519051
False,False,False,-1,518072
False,False,False,-1,517037
False,False,False,-1,516093
False,False,False,-1,515264
False,False,False,-1,514444
False,False,False,-1,513697
False,False,False,-1,512975
False,False,False,-1,512247
False,False,False,-1,511555
False,False,False,-1,510934
False,False,False,-1,510315
False,False,False,-1,509791
False,False,False,-1,509266
False,False,False,-1,508758
False,False,False,-1,508766
False,False,False,-1,509622
False,False,False,-1,51071
False,False,False,-1,512121
False,False,False,-1,513934
False,False,False,-1,516077
False,False,False,-1,518503
False,False,False,-1,52126
False,False,False,-1,524262
False,False,False,-1,527728
False,False,False,-1,531178
False,False,False,-1,534984
False,False,False,-1,539146
False,False,False,-1,543629
False,False,False,-1,547966
False,False,False,-1,552527
False,False,False,-1,557686
False,False,False,-1,562603
False,False,False,-1,56812
False,False,False,-1,573377
False,False,False,-1,578958
False,False,False,-1,584832
False,False,False,-1,60823
False,False,False,-1,637399
False,False,False,-1,658082
False,False,False,-1,678271
False,False,False,-1,697503
False,False,False,-1,715657
False,False,False,-1,734082
False,False,False,-1,75116
False,False,False,-1,768335
False,False,False,-1,785142
False,False,False,-1,801305
False,False,False,-1,816928
False,False,False,-1,833352
False,False,False,-1,847905
False,False,False,-1,861578
False,False,False,-1,87637
False,False,False,-1,889401
False,False,False,-1,90293
False,False,False,-1,916373
False,False,False,-1,930163
False,False,False,-1,942468
False,False,False,-1,955204
False,False,False,-1,967607
False,False,False,-1,979777
False,False,False,-1,9918
False,False,False,-2,003204
False,False,False,-2,014826
False,False,False,-2,026294
False,False,False,-2,044425
False,False,False,-2,055587
False,False,False,-2,066596
False,False,False,-2,077494
False,False,False,-2,088541
False,False,False,-2,098871
False,False,False,-2,108689
False,False,False,-2,119185
False,False,False,-2,12992
False,False,False,-2,139596
False,False,False,-2,149457
False,False,False,-2,158811
False,False,False,-2,168726
False,False,False,-2,178638
False,False,False,-2,188365
False,False,False,-2,198264
False,False,False,-2,207315
False,False,False,-2,21671
False,False,False,-2,226146
False,False,False,-2,235981
False,False,False,-2,244911
False,False,False,-2,253975
False,False,False,-2,263361
False,False,False,-2,272491
False,False,False,-2,281556
False,False,False,-2,290553
False,False,False,-2,299535
False,False,False,-2,308733
False,False,False,-2,317655
False,False,False,-2,326578
False,False,False,-2,336037
False,False,False,-2,344511
False,False,False,-2,353384
False,False,False,-2,364522
False,False,False,-2,371647
False,False,False,-2,378239
False,False,False,-2,356521
False,False,False,-2,330251
False,False,False,-2,310893
False,False,False,-2,289275
False,False,False,-2,268901
False,False,False,-2,2511
False,False,False,-2,234555
False,False,False,-2,219202
False,False,False,-2,203912
False,False,False,-2,188957
False,False,False,-2,173766
False,False,False,-2,159598
False,False,False,-2,145933
False,False,False,-2,132527
False,False,False,-2,118384
False,False,False,-2,105325
False,False,False,-2,093219
False,False,False,-2,079942
False,False,False,-2,067802
False,False,False,-2,0557
False,False,False,-2,043775
False,False,False,-2,031672
False,False,False,-2,020283
False,False,False,-2,008632
False,False,False,-1,997038
False,False,False,-1,985848
False,False,False,-1,975183
False,False,False,-1,964181
False,False,False,-1,952906
False,False,False,-1,942277
False,False,False,-1,932198
False,False,False,-1,92183
False,False,False,-1,910953
False,False,False,-1,900971
False,False,False,-1,890987
False,False,False,-1,875007
False,False,False,-1,86487
False,False,False,-1,854782
False,False,False,-1,845047
False,False,False,-1,835749
False,False,False,-1,826091
False,False,False,-1,816494
False,False,False,-1,806558
False,False,False,-1,796953
False,False,False,-1,788176
False,False,False,-1,778641
False,False,False,-1,769597
False,False,False,-1,760544
False,False,False,-1,751453
False,False,False,-1,742047
False,False,False,-1,733334
False,False,False,-1,723908
False,False,False,-1,71505
False,False,False,-1,705957
False,False,False,-1,697249
False,False,False,-1,687921
False,False,False,-1,677932
False,False,False,-1,669094
False,False,False,-1,660345
False,False,False,-1,652136
False,False,False,-1,644024
False,False,False,-1,636407
False,False,False,-1,629461
False,False,False,-1,622051
False,False,False,-1,615796
False,False,False,-1,610056
False,False,False,-1,604261
False,False,False,-1,598289
False,False,False,-1,593249
False,False,False,-1,588396
False,False,False,-1,583743
False,False,False,-1,579501
False,False,False,-1,575283
False,False,False,-1,571418
False,False,False,-1,567491
False,False,False,-1,564137
False,False,False,-1,560784
False,False,False,-1,557588
False,False,False,-1,554473
False,False,False,-1,551685
False,False,False,-1,548896
False,False,False,-1,5461
False,False,False,-1,543612
False,False,False,-1,541236
False,False,False,-1,539041
False,False,False,-1,536975
False,False,False,-1,534842
False,False,False,-1,533024
False,False,False,-1,531186
False,False,False,-1,529513
False,False,False,-1,527935
False,False,False,-1,526497
False,False,False,-1,524745
False,False,False,-1,523416
False,False,False,-1,522203
False,False,False,-1,521002
False,False,False,-1,519922
False,False,False,-1,518848
False,False,False,-1,517863
False,False,False,-1,516823
False,False,False,-1,515926
False,False,False,-1,515136
False,False,False,-1,514322
False,False,False,-1,513573
False,False,False,-1,512825
False,False,False,-1,512138
False,False,False,-1,511477
False,False,False,-1,510866
False,False,False,-1,510322
False,False,False,-1,509397
False,False,False,-1,508904
False,False,False,-1,508452
False,False,False,-1,507987
False,False,False,-1,507558
False,False,False,-1,507141
False,False,False,-1,50676
False,False,False,-1,506409
False,False,False,-1,506077
False,False,False,-1,505753
False,False,False,-1,505433
False,False,False,-1,505098
False,False,False,-1,504818
False,False,False,-1,504534
False,False,False,-1,504303
False,False,False,-1,504077
False,False,False,-1,503843
False,False,False,-1,503631
False,False,False,-1,50344
False,False,False,-1,503268
False,False,False,-1,503086
False,False,False,-1,502924
False,False,False,-1,502759
False,False,False,-1,502616
False,False,False,-1,502473
False,False,False,-1,502347
True,False,False,-1,502214
False,False,False,-1,502051
False,False,False,-1,501937
False,False,False,-1,501832
False,False,False,-1,501731
False,False,False,-1,501633
False,False,False,-1,501547
False,False,False,-1,501467
False,False,False,-1,501387
False,False,False,-1,501314
False,False,False,-1,501248
False,False,False,-1,501185
False,False,False,-1,501122
False,False,False,-1,501062
False,False,False,-1,501007
False,False,False,-1,500952
False,False,False,-1,500904
False,False,False,-1,500856
False,False,False,-1,500812
False,False,False,-1,500768
False,False,False,-1,500728
False,False,False,-1,500691
False,False,False,-1,500653
False,False,False,-1,500619
False,False,False,-1,500586
False,False,False,-1,500557
False,False,False,-1,500527
False,False,False,-1,5005
False,False,False,-1,500473
False,False,False,-1,500449
False,False,False,-1,500424
False,False,False,-1,500403
False,False,False,-1,500382
False,False,False,-1,500362
False,False,False,-1,500343
False,False,False,-1,500324
